,user,Gender,Age,Income,Kmean cluster,Ad,Ad category,Ad type,Cat_rating,Feedback,OCEAN cluster
24773,U0054,F,21,0,1,Cat14_12,14,Rich Media,4,Pos,1
24893,U0054,F,21,0,1,Cat14_13,14,Rich Media,1,Neg,1
25013,U0054,F,21,0,1,Cat14_14,14,Rich Media,1,Neg,1
25133,U0054,F,21,0,1,Cat14_15,14,Rich Media,3,Neg,1
25253,U0054,F,21,0,1,Cat15_1,15,Text,1,Neg,1
25373,U0054,F,21,0,1,Cat15_2,15,Text,1,Neg,1
25493,U0054,F,21,0,1,Cat15_3,15,Text,2,Neg,1
25613,U0054,F,21,0,1,Cat15_4,15,Text,1,Neg,1
25733,U0054,F,21,0,1,Cat15_5,15,Text,4,Pos,1
25853,U0054,F,21,0,1,Cat15_6,15,Image,3,Neg,1
25973,U0054,F,21,0,1,Cat15_7,15,Image,2,Neg,1
26093,U0054,F,21,0,1,Cat15_8,15,Image,1,Neg,1
26213,U0054,F,21,0,1,Cat15_9,15,Image,4,Pos,1
26333,U0054,F,21,0,1,Cat15_10,15,Image,3,Neg,1
26453,U0054,F,21,0,1,Cat15_11,15,Rich Media,2,Neg,1
26573,U0054,F,21,0,1,Cat15_12,15,Rich Media,2,Neg,1
26693,U0054,F,21,0,1,Cat15_13,15,Rich Media,1,Neg,1
26813,U0054,F,21,0,1,Cat15_14,15,Rich Media,2,Neg,1
26933,U0054,F,21,0,1,Cat15_15,15,Rich Media,3,Neg,1
27053,U0054,F,21,0,1,Cat16_1,16,Text,1,Neg,1
27173,U0054,F,21,0,1,Cat16_2,16,Text,1,Neg,1
27293,U0054,F,21,0,1,Cat16_3,16,Text,4,Pos,1
27413,U0054,F,21,0,1,Cat16_4,16,Text,4,Pos,1
27533,U0054,F,21,0,1,Cat16_5,16,Text,1,Neg,1
27653,U0054,F,21,0,1,Cat16_6,16,Image,2,Neg,1
27773,U0054,F,21,0,1,Cat16_7,16,Image,1,Neg,1
27893,U0054,F,21,0,1,Cat16_8,16,Image,3,Neg,1
28013,U0054,F,21,0,1,Cat16_9,16,Image,2,Neg,1
28133,U0054,F,21,0,1,Cat16_10,16,Image,4,Pos,1
28253,U0054,F,21,0,1,Cat16_11,16,Rich Media,4,Pos,1
28373,U0054,F,21,0,1,Cat16_12,16,Rich Media,1,Neg,1
28493,U0054,F,21,0,1,Cat16_13,16,Rich Media,1,Neg,1
28613,U0054,F,21,0,1,Cat16_14,16,Rich Media,1,Neg,1
28733,U0054,F,21,0,1,Cat16_15,16,Rich Media,1,Neg,1
28853,U0054,F,21,0,1,Cat17_1,17,Text,1,Neg,1
28973,U0054,F,21,0,1,Cat17_2,17,Text,1,Neg,1
29093,U0054,F,21,0,1,Cat17_3,17,Text,2,Neg,1
29213,U0054,F,21,0,1,Cat17_4,17,Text,4,Pos,1
29333,U0054,F,21,0,1,Cat17_5,17,Text,1,Neg,1
29453,U0054,F,21,0,1,Cat17_6,17,Image,2,Neg,1
29573,U0054,F,21,0,1,Cat17_7,17,Image,4,Pos,1
29693,U0054,F,21,0,1,Cat17_8,17,Image,4,Pos,1
29813,U0054,F,21,0,1,Cat17_9,17,Image,1,Neg,1
29933,U0054,F,21,0,1,Cat17_10,17,Image,3,Neg,1
30053,U0054,F,21,0,1,Cat17_11,17,Rich Media,1,Neg,1
30173,U0054,F,21,0,1,Cat17_12,17,Rich Media,1,Neg,1
30293,U0054,F,21,0,1,Cat17_13,17,Rich Media,2,Neg,1
30413,U0054,F,21,0,1,Cat17_14,17,Rich Media,1,Neg,1
30533,U0054,F,21,0,1,Cat17_15,17,Rich Media,1,Neg,1
30653,U0054,F,21,0,1,Cat18_1,18,Text,1,Neg,1
30773,U0054,F,21,0,1,Cat18_2,18,Text,1,Neg,1
30893,U0054,F,21,0,1,Cat18_3,18,Text,1,Neg,1
31013,U0054,F,21,0,1,Cat18_4,18,Text,1,Neg,1
31133,U0054,F,21,0,1,Cat18_5,18,Text,1,Neg,1
31253,U0054,F,21,0,1,Cat18_6,18,Image,3,Neg,1
31373,U0054,F,21,0,1,Cat18_7,18,Image,4,Pos,1
31493,U0054,F,21,0,1,Cat18_8,18,Image,2,Neg,1
31613,U0054,F,21,0,1,Cat18_9,18,Image,4,Pos,1
31733,U0054,F,21,0,1,Cat18_10,18,Image,1,Neg,1
31853,U0054,F,21,0,1,Cat18_11,18,Rich Media,3,Neg,1
31973,U0054,F,21,0,1,Cat18_12,18,Rich Media,1,Neg,1
32093,U0054,F,21,0,1,Cat18_13,18,Rich Media,1,Neg,1
32213,U0054,F,21,0,1,Cat18_14,18,Rich Media,1,Neg,1
32333,U0054,F,21,0,1,Cat18_15,18,Rich Media,1,Neg,1
32453,U0054,F,21,0,1,Cat19_1,19,Text,2,Neg,1
32573,U0054,F,21,0,1,Cat19_2,19,Text,1,Neg,1
32693,U0054,F,21,0,1,Cat19_3,19,Text,1,Neg,1
32813,U0054,F,21,0,1,Cat19_4,19,Text,1,Neg,1
32933,U0054,F,21,0,1,Cat19_5,19,Text,1,Neg,1
33053,U0054,F,21,0,1,Cat19_6,19,Image,1,Neg,1
33173,U0054,F,21,0,1,Cat19_7,19,Image,3,Neg,1
33293,U0054,F,21,0,1,Cat19_8,19,Image,1,Neg,1
33413,U0054,F,21,0,1,Cat19_9,19,Image,3,Neg,1
33533,U0054,F,21,0,1,Cat19_10,19,Image,3,Neg,1
33653,U0054,F,21,0,1,Cat19_11,19,Rich Media,2,Neg,1
33773,U0054,F,21,0,1,Cat19_12,19,Rich Media,2,Neg,1
33893,U0054,F,21,0,1,Cat19_13,19,Rich Media,3,Neg,1
34013,U0054,F,21,0,1,Cat19_14,19,Rich Media,2,Neg,1
34133,U0054,F,21,0,1,Cat19_15,19,Rich Media,1,Neg,1
34253,U0054,F,21,0,1,Cat20_1,20,Text,1,Neg,1
34373,U0054,F,21,0,1,Cat20_2,20,Text,3,Neg,1
34493,U0054,F,21,0,1,Cat20_3,20,Text,1,Neg,1
34613,U0054,F,21,0,1,Cat20_4,20,Text,1,Neg,1
34733,U0054,F,21,0,1,Cat20_5,20,Text,1,Neg,1
34853,U0054,F,21,0,1,Cat20_6,20,Image,1,Neg,1
34973,U0054,F,21,0,1,Cat20_7,20,Image,1,Neg,1
35093,U0054,F,21,0,1,Cat20_8,20,Image,1,Neg,1
35213,U0054,F,21,0,1,Cat20_9,20,Image,1,Neg,1
35333,U0054,F,21,0,1,Cat20_10,20,Image,1,Neg,1
35453,U0054,F,21,0,1,Cat20_11,20,Rich Media,1,Neg,1
35573,U0054,F,21,0,1,Cat20_12,20,Rich Media,1,Neg,1
35693,U0054,F,21,0,1,Cat20_13,20,Rich Media,1,Neg,1
35813,U0054,F,21,0,1,Cat20_14,20,Rich Media,1,Neg,1
35933,U0054,F,21,0,1,Cat20_15,20,Rich Media,1,Neg,1
54,U0055,F,43,2,1,Cat1_1,1,Text,3,Neg,1
174,U0055,F,43,2,1,Cat1_2,1,Text,4,Pos,1
294,U0055,F,43,2,1,Cat1_3,1,Text,2,Neg,1
414,U0055,F,43,2,1,Cat1_4,1,Text,3,Neg,1
534,U0055,F,43,2,1,Cat1_5,1,Text,1,Neg,1
654,U0055,F,43,2,1,Cat1_6,1,Image,1,Neg,1
774,U0055,F,43,2,1,Cat1_7,1,Image,1,Neg,1
894,U0055,F,43,2,1,Cat1_8,1,Image,1,Neg,1
1014,U0055,F,43,2,1,Cat1_9,1,Image,1,Neg,1
1134,U0055,F,43,2,1,Cat1_10,1,Image,2,Neg,1
1254,U0055,F,43,2,1,Cat1_11,1,Rich Media,2,Neg,1
1374,U0055,F,43,2,1,Cat1_12,1,Rich Media,3,Neg,1
1494,U0055,F,43,2,1,Cat1_13,1,Rich Media,1,Neg,1
1614,U0055,F,43,2,1,Cat1_14,1,Rich Media,1,Neg,1
1734,U0055,F,43,2,1,Cat1_15,1,Rich Media,2,Neg,1
1854,U0055,F,43,2,1,Cat2_1,2,Text,1,Neg,1
1974,U0055,F,43,2,1,Cat2_2,2,Text,1,Neg,1
2094,U0055,F,43,2,1,Cat2_3,2,Text,1,Neg,1
2214,U0055,F,43,2,1,Cat2_4,2,Text,1,Neg,1
2334,U0055,F,43,2,1,Cat2_5,2,Text,1,Neg,1
2454,U0055,F,43,2,1,Cat2_6,2,Image,1,Neg,1
2574,U0055,F,43,2,1,Cat2_7,2,Image,1,Neg,1
2694,U0055,F,43,2,1,Cat2_8,2,Image,1,Neg,1
2814,U0055,F,43,2,1,Cat2_9,2,Image,1,Neg,1
2934,U0055,F,43,2,1,Cat2_10,2,Image,1,Neg,1
3054,U0055,F,43,2,1,Cat2_11,2,Rich Media,1,Neg,1
3174,U0055,F,43,2,1,Cat2_12,2,Rich Media,1,Neg,1
3294,U0055,F,43,2,1,Cat2_13,2,Rich Media,1,Neg,1
3414,U0055,F,43,2,1,Cat2_14,2,Rich Media,1,Neg,1
3534,U0055,F,43,2,1,Cat2_15,2,Rich Media,1,Neg,1
3654,U0055,F,43,2,1,Cat3_1,3,Text,1,Neg,1
3774,U0055,F,43,2,1,Cat3_2,3,Text,1,Neg,1
3894,U0055,F,43,2,1,Cat3_3,3,Text,1,Neg,1
4014,U0055,F,43,2,1,Cat3_4,3,Text,1,Neg,1
4134,U0055,F,43,2,1,Cat3_5,3,Text,1,Neg,1
4254,U0055,F,43,2,1,Cat3_6,3,Image,1,Neg,1
4374,U0055,F,43,2,1,Cat3_7,3,Image,1,Neg,1
4494,U0055,F,43,2,1,Cat3_8,3,Image,1,Neg,1
4614,U0055,F,43,2,1,Cat3_9,3,Image,1,Neg,1
4734,U0055,F,43,2,1,Cat3_10,3,Image,1,Neg,1
4854,U0055,F,43,2,1,Cat3_11,3,Rich Media,1,Neg,1
4974,U0055,F,43,2,1,Cat3_12,3,Rich Media,1,Neg,1
5094,U0055,F,43,2,1,Cat3_13,3,Rich Media,1,Neg,1
5214,U0055,F,43,2,1,Cat3_14,3,Rich Media,4,Pos,1
5334,U0055,F,43,2,1,Cat3_15,3,Rich Media,1,Neg,1
5454,U0055,F,43,2,1,Cat4_1,4,Text,1,Neg,1
5574,U0055,F,43,2,1,Cat4_2,4,Text,3,Neg,1
5694,U0055,F,43,2,1,Cat4_3,4,Text,2,Neg,1
5814,U0055,F,43,2,1,Cat4_4,4,Text,2,Neg,1
5934,U0055,F,43,2,1,Cat4_5,4,Text,4,Pos,1
6054,U0055,F,43,2,1,Cat4_6,4,Image,1,Neg,1
6174,U0055,F,43,2,1,Cat4_7,4,Image,1,Neg,1
6294,U0055,F,43,2,1,Cat4_8,4,Image,1,Neg,1
6414,U0055,F,43,2,1,Cat4_9,4,Image,1,Neg,1
6534,U0055,F,43,2,1,Cat4_10,4,Image,1,Neg,1
6654,U0055,F,43,2,1,Cat4_11,4,Rich Media,3,Neg,1
6774,U0055,F,43,2,1,Cat4_12,4,Rich Media,4,Pos,1
6894,U0055,F,43,2,1,Cat4_13,4,Rich Media,2,Neg,1
7014,U0055,F,43,2,1,Cat4_14,4,Rich Media,2,Neg,1
7134,U0055,F,43,2,1,Cat4_15,4,Rich Media,3,Neg,1
7254,U0055,F,43,2,1,Cat5_1,5,Text,1,Neg,1
7374,U0055,F,43,2,1,Cat5_2,5,Text,1,Neg,1
7494,U0055,F,43,2,1,Cat5_3,5,Text,1,Neg,1
7614,U0055,F,43,2,1,Cat5_4,5,Text,1,Neg,1
7734,U0055,F,43,2,1,Cat5_5,5,Text,4,Pos,1
7854,U0055,F,43,2,1,Cat5_6,5,Image,1,Neg,1
7974,U0055,F,43,2,1,Cat5_7,5,Image,3,Neg,1
8094,U0055,F,43,2,1,Cat5_8,5,Image,1,Neg,1
8214,U0055,F,43,2,1,Cat5_9,5,Image,4,Pos,1
8334,U0055,F,43,2,1,Cat5_10,5,Image,3,Neg,1
8454,U0055,F,43,2,1,Cat5_11,5,Rich Media,3,Neg,1
8574,U0055,F,43,2,1,Cat5_12,5,Rich Media,2,Neg,1
8694,U0055,F,43,2,1,Cat5_13,5,Rich Media,1,Neg,1
8814,U0055,F,43,2,1,Cat5_14,5,Rich Media,1,Neg,1
8934,U0055,F,43,2,1,Cat5_15,5,Rich Media,1,Neg,1
9054,U0055,F,43,2,1,Cat6_1,6,Text,1,Neg,1
9174,U0055,F,43,2,1,Cat6_2,6,Text,1,Neg,1
9294,U0055,F,43,2,1,Cat6_3,6,Text,1,Neg,1
9414,U0055,F,43,2,1,Cat6_4,6,Text,1,Neg,1
9534,U0055,F,43,2,1,Cat6_5,6,Text,2,Neg,1
9654,U0055,F,43,2,1,Cat6_6,6,Image,1,Neg,1
9774,U0055,F,43,2,1,Cat6_7,6,Image,1,Neg,1
9894,U0055,F,43,2,1,Cat6_8,6,Image,1,Neg,1
10014,U0055,F,43,2,1,Cat6_9,6,Image,1,Neg,1
10134,U0055,F,43,2,1,Cat6_10,6,Image,1,Neg,1
10254,U0055,F,43,2,1,Cat6_11,6,Rich Media,1,Neg,1
10374,U0055,F,43,2,1,Cat6_12,6,Rich Media,2,Neg,1
10494,U0055,F,43,2,1,Cat6_13,6,Rich Media,1,Neg,1
10614,U0055,F,43,2,1,Cat6_14,6,Rich Media,2,Neg,1
10734,U0055,F,43,2,1,Cat6_15,6,Rich Media,1,Neg,1
10854,U0055,F,43,2,1,Cat7_1,7,Text,1,Neg,1
10974,U0055,F,43,2,1,Cat7_2,7,Text,1,Neg,1
11094,U0055,F,43,2,1,Cat7_3,7,Text,1,Neg,1
11214,U0055,F,43,2,1,Cat7_4,7,Text,1,Neg,1
11334,U0055,F,43,2,1,Cat7_5,7,Text,1,Neg,1
11454,U0055,F,43,2,1,Cat7_6,7,Image,1,Neg,1
11574,U0055,F,43,2,1,Cat7_7,7,Image,1,Neg,1
11694,U0055,F,43,2,1,Cat7_8,7,Image,1,Neg,1
11814,U0055,F,43,2,1,Cat7_9,7,Image,1,Neg,1
11934,U0055,F,43,2,1,Cat7_10,7,Image,1,Neg,1
12054,U0055,F,43,2,1,Cat7_11,7,Rich Media,1,Neg,1
12174,U0055,F,43,2,1,Cat7_12,7,Rich Media,1,Neg,1
12294,U0055,F,43,2,1,Cat7_13,7,Rich Media,2,Neg,1
12414,U0055,F,43,2,1,Cat7_14,7,Rich Media,1,Neg,1
12534,U0055,F,43,2,1,Cat7_15,7,Rich Media,1,Neg,1
12654,U0055,F,43,2,1,Cat8_1,8,Text,2,Neg,1
12774,U0055,F,43,2,1,Cat8_2,8,Text,2,Neg,1
12894,U0055,F,43,2,1,Cat8_3,8,Text,1,Neg,1
13014,U0055,F,43,2,1,Cat8_4,8,Text,3,Neg,1
13134,U0055,F,43,2,1,Cat8_5,8,Text,1,Neg,1
13254,U0055,F,43,2,1,Cat8_6,8,Image,1,Neg,1
13374,U0055,F,43,2,1,Cat8_7,8,Image,1,Neg,1
13494,U0055,F,43,2,1,Cat8_8,8,Image,1,Neg,1
13614,U0055,F,43,2,1,Cat8_9,8,Image,1,Neg,1
13734,U0055,F,43,2,1,Cat8_10,8,Image,1,Neg,1
13854,U0055,F,43,2,1,Cat8_11,8,Rich Media,1,Neg,1
13974,U0055,F,43,2,1,Cat8_12,8,Rich Media,1,Neg,1
14094,U0055,F,43,2,1,Cat8_13,8,Rich Media,1,Neg,1
14214,U0055,F,43,2,1,Cat8_14,8,Rich Media,1,Neg,1
14334,U0055,F,43,2,1,Cat8_15,8,Rich Media,1,Neg,1
14454,U0055,F,43,2,1,Cat9_1,9,Text,1,Neg,1
14574,U0055,F,43,2,1,Cat9_2,9,Text,1,Neg,1
14694,U0055,F,43,2,1,Cat9_3,9,Text,1,Neg,1
14814,U0055,F,43,2,1,Cat9_4,9,Text,1,Neg,1
14934,U0055,F,43,2,1,Cat9_5,9,Text,1,Neg,1
15054,U0055,F,43,2,1,Cat9_6,9,Image,1,Neg,1
15174,U0055,F,43,2,1,Cat9_7,9,Image,1,Neg,1
15294,U0055,F,43,2,1,Cat9_8,9,Image,1,Neg,1
15414,U0055,F,43,2,1,Cat9_9,9,Image,1,Neg,1
15534,U0055,F,43,2,1,Cat9_10,9,Image,1,Neg,1
15654,U0055,F,43,2,1,Cat9_11,9,Rich Media,2,Neg,1
15774,U0055,F,43,2,1,Cat9_12,9,Rich Media,1,Neg,1
15894,U0055,F,43,2,1,Cat9_13,9,Rich Media,1,Neg,1
16014,U0055,F,43,2,1,Cat9_14,9,Rich Media,2,Neg,1
16134,U0055,F,43,2,1,Cat9_15,9,Rich Media,1,Neg,1
16254,U0055,F,43,2,1,Cat10_1,10,Text,2,Neg,1
16374,U0055,F,43,2,1,Cat10_2,10,Text,1,Neg,1
16494,U0055,F,43,2,1,Cat10_3,10,Text,4,Pos,1
16614,U0055,F,43,2,1,Cat10_4,10,Text,1,Neg,1
16734,U0055,F,43,2,1,Cat10_5,10,Text,3,Neg,1
16854,U0055,F,43,2,1,Cat10_6,10,Image,1,Neg,1
16974,U0055,F,43,2,1,Cat10_7,10,Image,1,Neg,1
17094,U0055,F,43,2,1,Cat10_8,10,Image,1,Neg,1
17214,U0055,F,43,2,1,Cat10_9,10,Image,2,Neg,1
17334,U0055,F,43,2,1,Cat10_10,10,Image,4,Pos,1
17454,U0055,F,43,2,1,Cat10_11,10,Rich Media,1,Neg,1
17574,U0055,F,43,2,1,Cat10_12,10,Rich Media,2,Neg,1
17694,U0055,F,43,2,1,Cat10_13,10,Rich Media,1,Neg,1
17814,U0055,F,43,2,1,Cat10_14,10,Rich Media,1,Neg,1
17934,U0055,F,43,2,1,Cat10_15,10,Rich Media,2,Neg,1
18054,U0055,F,43,2,1,Cat11_1,11,Text,1,Neg,1
18174,U0055,F,43,2,1,Cat11_2,11,Text,1,Neg,1
18294,U0055,F,43,2,1,Cat11_3,11,Text,1,Neg,1
18414,U0055,F,43,2,1,Cat11_4,11,Text,1,Neg,1
18534,U0055,F,43,2,1,Cat11_5,11,Text,1,Neg,1
18654,U0055,F,43,2,1,Cat11_6,11,Image,1,Neg,1
18774,U0055,F,43,2,1,Cat11_7,11,Image,1,Neg,1
18894,U0055,F,43,2,1,Cat11_8,11,Image,1,Neg,1
19014,U0055,F,43,2,1,Cat11_9,11,Image,1,Neg,1
19134,U0055,F,43,2,1,Cat11_10,11,Image,1,Neg,1
19254,U0055,F,43,2,1,Cat11_11,11,Rich Media,2,Neg,1
19374,U0055,F,43,2,1,Cat11_12,11,Rich Media,4,Pos,1
19494,U0055,F,43,2,1,Cat11_13,11,Rich Media,1,Neg,1
19614,U0055,F,43,2,1,Cat11_14,11,Rich Media,3,Neg,1
19734,U0055,F,43,2,1,Cat11_15,11,Rich Media,1,Neg,1
19854,U0055,F,43,2,1,Cat12_1,12,Text,3,Neg,1
19974,U0055,F,43,2,1,Cat12_2,12,Text,2,Neg,1
20094,U0055,F,43,2,1,Cat12_3,12,Text,4,Pos,1
20214,U0055,F,43,2,1,Cat12_4,12,Text,4,Pos,1
20334,U0055,F,43,2,1,Cat12_5,12,Text,3,Neg,1
20454,U0055,F,43,2,1,Cat12_6,12,Image,1,Neg,1
20574,U0055,F,43,2,1,Cat12_7,12,Image,1,Neg,1
20694,U0055,F,43,2,1,Cat12_8,12,Image,3,Neg,1
20814,U0055,F,43,2,1,Cat12_9,12,Image,1,Neg,1
20934,U0055,F,43,2,1,Cat12_10,12,Image,4,Pos,1
21054,U0055,F,43,2,1,Cat12_11,12,Rich Media,4,Pos,1
21174,U0055,F,43,2,1,Cat12_12,12,Rich Media,4,Pos,1
21294,U0055,F,43,2,1,Cat12_13,12,Rich Media,1,Neg,1
21414,U0055,F,43,2,1,Cat12_14,12,Rich Media,2,Neg,1
21534,U0055,F,43,2,1,Cat12_15,12,Rich Media,1,Neg,1
21654,U0055,F,43,2,1,Cat13_1,13,Text,4,Pos,1
21774,U0055,F,43,2,1,Cat13_2,13,Text,3,Neg,1
21894,U0055,F,43,2,1,Cat13_3,13,Text,4,Pos,1
22014,U0055,F,43,2,1,Cat13_4,13,Text,3,Neg,1
22134,U0055,F,43,2,1,Cat13_5,13,Text,4,Pos,1
22254,U0055,F,43,2,1,Cat13_6,13,Image,3,Neg,1
22374,U0055,F,43,2,1,Cat13_7,13,Image,1,Neg,1
22494,U0055,F,43,2,1,Cat13_8,13,Image,3,Neg,1
22614,U0055,F,43,2,1,Cat13_9,13,Image,3,Neg,1
22734,U0055,F,43,2,1,Cat13_10,13,Image,1,Neg,1
22854,U0055,F,43,2,1,Cat13_11,13,Rich Media,4,Pos,1
22974,U0055,F,43,2,1,Cat13_12,13,Rich Media,3,Neg,1
23094,U0055,F,43,2,1,Cat13_13,13,Rich Media,4,Pos,1
23214,U0055,F,43,2,1,Cat13_14,13,Rich Media,3,Neg,1
23334,U0055,F,43,2,1,Cat13_15,13,Rich Media,1,Neg,1
23454,U0055,F,43,2,1,Cat14_1,14,Text,1,Neg,1
23574,U0055,F,43,2,1,Cat14_2,14,Text,1,Neg,1
23694,U0055,F,43,2,1,Cat14_3,14,Text,1,Neg,1
23814,U0055,F,43,2,1,Cat14_4,14,Text,1,Neg,1
23934,U0055,F,43,2,1,Cat14_5,14,Text,2,Neg,1
24054,U0055,F,43,2,1,Cat14_6,14,Image,1,Neg,1
24174,U0055,F,43,2,1,Cat14_7,14,Image,2,Neg,1
24294,U0055,F,43,2,1,Cat14_8,14,Image,1,Neg,1
24414,U0055,F,43,2,1,Cat14_9,14,Image,1,Neg,1
24534,U0055,F,43,2,1,Cat14_10,14,Image,2,Neg,1
24654,U0055,F,43,2,1,Cat14_11,14,Rich Media,1,Neg,1
24774,U0055,F,43,2,1,Cat14_12,14,Rich Media,3,Neg,1
24894,U0055,F,43,2,1,Cat14_13,14,Rich Media,1,Neg,1
25014,U0055,F,43,2,1,Cat14_14,14,Rich Media,1,Neg,1
25134,U0055,F,43,2,1,Cat14_15,14,Rich Media,2,Neg,1
25254,U0055,F,43,2,1,Cat15_1,15,Text,1,Neg,1
25374,U0055,F,43,2,1,Cat15_2,15,Text,1,Neg,1
25494,U0055,F,43,2,1,Cat15_3,15,Text,3,Neg,1
25614,U0055,F,43,2,1,Cat15_4,15,Text,1,Neg,1
25734,U0055,F,43,2,1,Cat15_5,15,Text,1,Neg,1
25854,U0055,F,43,2,1,Cat15_6,15,Image,1,Neg,1
25974,U0055,F,43,2,1,Cat15_7,15,Image,1,Neg,1
26094,U0055,F,43,2,1,Cat15_8,15,Image,1,Neg,1
26214,U0055,F,43,2,1,Cat15_9,15,Image,1,Neg,1
26334,U0055,F,43,2,1,Cat15_10,15,Image,1,Neg,1
26454,U0055,F,43,2,1,Cat15_11,15,Rich Media,1,Neg,1
26574,U0055,F,43,2,1,Cat15_12,15,Rich Media,1,Neg,1
26694,U0055,F,43,2,1,Cat15_13,15,Rich Media,1,Neg,1
26814,U0055,F,43,2,1,Cat15_14,15,Rich Media,1,Neg,1
26934,U0055,F,43,2,1,Cat15_15,15,Rich Media,1,Neg,1
27054,U0055,F,43,2,1,Cat16_1,16,Text,1,Neg,1
27174,U0055,F,43,2,1,Cat16_2,16,Text,4,Pos,1
27294,U0055,F,43,2,1,Cat16_3,16,Text,2,Neg,1
27414,U0055,F,43,2,1,Cat16_4,16,Text,3,Neg,1
27534,U0055,F,43,2,1,Cat16_5,16,Text,3,Neg,1
27654,U0055,F,43,2,1,Cat16_6,16,Image,4,Pos,1
27774,U0055,F,43,2,1,Cat16_7,16,Image,1,Neg,1
27894,U0055,F,43,2,1,Cat16_8,16,Image,1,Neg,1
28014,U0055,F,43,2,1,Cat16_9,16,Image,1,Neg,1
28134,U0055,F,43,2,1,Cat16_10,16,Image,2,Neg,1
28254,U0055,F,43,2,1,Cat16_11,16,Rich Media,2,Neg,1
28374,U0055,F,43,2,1,Cat16_12,16,Rich Media,3,Neg,1
28494,U0055,F,43,2,1,Cat16_13,16,Rich Media,1,Neg,1
28614,U0055,F,43,2,1,Cat16_14,16,Rich Media,3,Neg,1
28734,U0055,F,43,2,1,Cat16_15,16,Rich Media,1,Neg,1
28854,U0055,F,43,2,1,Cat17_1,17,Text,3,Neg,1
28974,U0055,F,43,2,1,Cat17_2,17,Text,1,Neg,1
29094,U0055,F,43,2,1,Cat17_3,17,Text,3,Neg,1
29214,U0055,F,43,2,1,Cat17_4,17,Text,1,Neg,1
29334,U0055,F,43,2,1,Cat17_5,17,Text,1,Neg,1
29454,U0055,F,43,2,1,Cat17_6,17,Image,1,Neg,1
29574,U0055,F,43,2,1,Cat17_7,17,Image,1,Neg,1
29694,U0055,F,43,2,1,Cat17_8,17,Image,1,Neg,1
29814,U0055,F,43,2,1,Cat17_9,17,Image,1,Neg,1
29934,U0055,F,43,2,1,Cat17_10,17,Image,1,Neg,1
30054,U0055,F,43,2,1,Cat17_11,17,Rich Media,1,Neg,1
30174,U0055,F,43,2,1,Cat17_12,17,Rich Media,1,Neg,1
30294,U0055,F,43,2,1,Cat17_13,17,Rich Media,1,Neg,1
30414,U0055,F,43,2,1,Cat17_14,17,Rich Media,2,Neg,1
30534,U0055,F,43,2,1,Cat17_15,17,Rich Media,1,Neg,1
30654,U0055,F,43,2,1,Cat18_1,18,Text,1,Neg,1
30774,U0055,F,43,2,1,Cat18_2,18,Text,1,Neg,1
30894,U0055,F,43,2,1,Cat18_3,18,Text,1,Neg,1
31014,U0055,F,43,2,1,Cat18_4,18,Text,1,Neg,1
31134,U0055,F,43,2,1,Cat18_5,18,Text,1,Neg,1
31254,U0055,F,43,2,1,Cat18_6,18,Image,1,Neg,1
31374,U0055,F,43,2,1,Cat18_7,18,Image,1,Neg,1
31494,U0055,F,43,2,1,Cat18_8,18,Image,1,Neg,1
31614,U0055,F,43,2,1,Cat18_9,18,Image,1,Neg,1
31734,U0055,F,43,2,1,Cat18_10,18,Image,1,Neg,1
31854,U0055,F,43,2,1,Cat18_11,18,Rich Media,3,Neg,1
31974,U0055,F,43,2,1,Cat18_12,18,Rich Media,1,Neg,1
32094,U0055,F,43,2,1,Cat18_13,18,Rich Media,1,Neg,1
32214,U0055,F,43,2,1,Cat18_14,18,Rich Media,3,Neg,1
32334,U0055,F,43,2,1,Cat18_15,18,Rich Media,1,Neg,1
32454,U0055,F,43,2,1,Cat19_1,19,Text,3,Neg,1
32574,U0055,F,43,2,1,Cat19_2,19,Text,4,Pos,1
32694,U0055,F,43,2,1,Cat19_3,19,Text,3,Neg,1
32814,U0055,F,43,2,1,Cat19_4,19,Text,4,Pos,1
32934,U0055,F,43,2,1,Cat19_5,19,Text,3,Neg,1
33054,U0055,F,43,2,1,Cat19_6,19,Image,3,Neg,1
33174,U0055,F,43,2,1,Cat19_7,19,Image,1,Neg,1
33294,U0055,F,43,2,1,Cat19_8,19,Image,1,Neg,1
33414,U0055,F,43,2,1,Cat19_9,19,Image,1,Neg,1
33534,U0055,F,43,2,1,Cat19_10,19,Image,1,Neg,1
33654,U0055,F,43,2,1,Cat19_11,19,Rich Media,3,Neg,1
33774,U0055,F,43,2,1,Cat19_12,19,Rich Media,1,Neg,1
33894,U0055,F,43,2,1,Cat19_13,19,Rich Media,3,Neg,1
34014,U0055,F,43,2,1,Cat19_14,19,Rich Media,1,Neg,1
34134,U0055,F,43,2,1,Cat19_15,19,Rich Media,2,Neg,1
34254,U0055,F,43,2,1,Cat20_1,20,Text,1,Neg,1
34374,U0055,F,43,2,1,Cat20_2,20,Text,1,Neg,1
34494,U0055,F,43,2,1,Cat20_3,20,Text,1,Neg,1
34614,U0055,F,43,2,1,Cat20_4,20,Text,1,Neg,1
34734,U0055,F,43,2,1,Cat20_5,20,Text,1,Neg,1
34854,U0055,F,43,2,1,Cat20_6,20,Image,1,Neg,1
34974,U0055,F,43,2,1,Cat20_7,20,Image,1,Neg,1
35094,U0055,F,43,2,1,Cat20_8,20,Image,1,Neg,1
